,Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60,Type
147,0.065,0.065,0.07400000000000001,0.113,0.248,0.126,0.18,0.099,0.24600000000000002,0.342,0.213,0.138,0.40299999999999997,0.568,0.24,0.433,0.595,0.5770000000000001,0.818,0.884,0.525,0.637,0.838,0.67,0.7759999999999999,0.875,0.83,0.69,0.337,0.64,0.7140000000000001,0.82,0.6659999999999999,0.525,0.29600000000000004,0.07,0.09699999999999999,0.39399999999999996,0.603,0.35200000000000004,0.392,0.48100000000000004,0.46,0.41600000000000004,0.544,0.565,0.32,0.248,0.13,0.08199999999999999,0.024,0.021,0.036000000000000004,0.024,0.045,0.039,0.036000000000000004,0.044000000000000004,0.024,0.01,M
130,0.044000000000000004,0.045,0.024,0.10099999999999999,0.225,0.261,0.20600000000000002,0.16699999999999998,0.18,0.308,0.379,0.536,0.617,0.784,0.8390000000000001,0.902,1.0,0.8909999999999999,0.875,0.789,0.716,0.758,0.637,0.321,0.20800000000000002,0.228,0.331,0.285,0.195,0.16699999999999998,0.102,0.136,0.221,0.11199999999999999,0.168,0.10400000000000001,0.256,0.262,0.22399999999999998,0.11800000000000001,0.11,0.28300000000000003,0.23800000000000002,0.026000000000000002,0.19699999999999998,0.14800000000000002,0.043,0.063,0.051,0.047,0.025,0.027000000000000003,0.02,0.013999999999999999,0.018000000000000002,0.006,0.004,0.012,0.015,0.01,M
53,0.028999999999999998,0.038,0.026000000000000002,0.006,0.013000000000000001,0.061,0.09,0.111,0.09699999999999999,0.075,0.053,0.121,0.17600000000000002,0.204,0.273,0.23199999999999998,0.268,0.293,0.33,0.491,0.54,0.626,0.6829999999999999,0.753,0.85,0.894,0.993,0.9129999999999999,0.708,0.632,0.613,0.46399999999999997,0.28,0.172,0.166,0.256,0.27399999999999997,0.321,0.272,0.188,0.155,0.252,0.212,0.18,0.147,0.068,0.109,0.092,0.04,0.009,0.008,0.006,0.007,0.011000000000000001,0.005,0.01,0.004,0.006,0.005,0.009,R
24,0.028999999999999998,0.064,0.039,0.017,0.048,0.08199999999999999,0.099,0.032,0.07400000000000001,0.086,0.040999999999999995,0.047,0.084,0.094,0.147,0.081,0.11800000000000001,0.218,0.33299999999999996,0.326,0.21100000000000002,0.23,0.336,0.426,0.461,0.261,0.087,0.28600000000000003,0.561,0.8340000000000001,0.81,0.725,0.805,0.9440000000000001,1.0,0.8959999999999999,0.552,0.304,0.23399999999999999,0.23800000000000002,0.332,0.382,0.158,0.223,0.158,0.14300000000000002,0.163,0.113,0.057,0.013000000000000001,0.017,0.004,0.005,0.008,0.008,0.008,0.01,0.016,0.01,0.001,R
145,0.07200000000000001,0.157,0.111,0.10800000000000001,0.067,0.18,0.111,0.27899999999999997,0.141,0.08,0.253,0.392,0.33799999999999997,0.161,0.18899999999999997,0.331,0.228,0.218,0.185,0.517,0.534,0.63,0.8440000000000001,0.6759999999999999,0.5820000000000001,0.614,0.8809999999999999,0.838,0.387,0.505,0.546,0.424,0.153,0.495,0.698,0.711,0.565,0.48700000000000004,0.552,0.44299999999999995,0.525,0.608,0.525,0.136,0.42700000000000005,0.444,0.21899999999999997,0.09,0.12,0.063,0.023,0.031,0.013000000000000001,0.008,0.027999999999999997,0.012,0.009,0.015,0.016,0.013000000000000001,M
106,0.033,0.042,0.047,0.08199999999999999,0.084,0.076,0.037000000000000005,0.096,0.055,0.019,0.09,0.17300000000000001,0.19399999999999998,0.28,0.331,0.502,0.636,0.71,0.833,0.873,0.807,0.7509999999999999,0.753,0.73,0.618,0.495,0.45299999999999996,0.41,0.45399999999999996,0.41200000000000003,0.314,0.319,0.369,0.37799999999999995,0.447,0.478,0.47200000000000003,0.466,0.389,0.426,0.406,0.371,0.386,0.28,0.128,0.11199999999999999,0.13,0.079,0.044000000000000004,0.022000000000000002,0.013000000000000001,0.008,0.017,0.018000000000000002,0.004,0.013000000000000001,0.007,0.004,0.013000000000000001,0.009,M
140,0.040999999999999995,0.114,0.052000000000000005,0.023,0.065,0.11199999999999999,0.179,0.24100000000000002,0.268,0.20600000000000002,0.155,0.267,0.314,0.29,0.353,0.508,0.46399999999999997,0.18600000000000003,0.447,0.408,0.54,0.479,0.433,0.611,0.509,0.461,0.7240000000000001,0.899,0.883,0.92,0.8,0.603,0.212,0.287,0.40299999999999997,0.28,0.309,0.355,0.254,0.14300000000000002,0.5870000000000001,0.643,0.583,0.429,0.489,0.578,0.43200000000000005,0.264,0.179,0.077,0.08,0.038,0.013999999999999999,0.027000000000000003,0.013000000000000001,0.017,0.01,0.022000000000000002,0.01,0.008,M
155,0.021,0.013000000000000001,0.002,0.045,0.071,0.156,0.152,0.121,0.16699999999999998,0.134,0.078,0.037000000000000005,0.12300000000000001,0.261,0.428,0.612,0.7440000000000001,0.813,0.9009999999999999,0.96,0.9159999999999999,0.914,0.785,0.513,0.344,0.32899999999999996,0.257,0.368,0.5760000000000001,0.619,0.461,0.36200000000000004,0.44299999999999995,0.386,0.309,0.214,0.111,0.139,0.152,0.1,0.16399999999999998,0.19,0.131,0.17800000000000002,0.2,0.076,0.073,0.075,0.045,0.013000000000000001,0.017,0.012,0.002,0.005,0.005,0.003,0.002,0.004,0.005,0.002,M
43,0.009,0.027000000000000003,0.022000000000000002,0.034,0.03,0.11699999999999999,0.145,0.064,0.07400000000000001,0.136,0.213,0.374,0.374,0.267,0.233,0.537,0.731,0.7659999999999999,0.627,0.44,0.433,0.433,0.5539999999999999,0.736,0.8590000000000001,0.899,0.9420000000000001,0.94,0.938,0.858,0.728,0.67,0.755,0.877,0.992,0.992,0.9420000000000001,0.8390000000000001,0.66,0.48200000000000004,0.292,0.177,0.114,0.07,0.158,0.19399999999999998,0.111,0.069,0.018000000000000002,0.02,0.031,0.021,0.009,0.006,0.009,0.009,0.007,0.012,0.006,0.011000000000000001,R
97,0.049,0.027999999999999997,0.059000000000000004,0.127,0.177,0.191,0.222,0.077,0.125,0.203,0.095,0.25,0.221,0.32,0.33399999999999996,0.332,0.278,0.298,0.295,0.17300000000000001,0.326,0.38299999999999995,0.35200000000000004,0.541,0.523,0.44799999999999995,0.534,0.532,0.391,0.34600000000000003,0.409,0.46399999999999997,0.5579999999999999,0.573,0.636,0.7559999999999999,0.69,0.618,0.5379999999999999,0.562,0.6509999999999999,0.48,0.374,0.28,0.198,0.244,0.179,0.171,0.076,0.024,0.027000000000000003,0.008,0.013000000000000001,0.016,0.006,0.012,0.019,0.013999999999999999,0.033,0.044000000000000004,M
62,0.009,0.022000000000000002,0.024,0.044000000000000004,0.067,0.077,0.05,0.091,0.12300000000000001,0.11800000000000001,0.078,0.11,0.10400000000000001,0.085,0.046,0.13,0.26899999999999996,0.295,0.36700000000000005,0.495,0.628,0.816,0.924,0.871,0.805,0.8759999999999999,1.0,0.986,0.943,0.8109999999999999,0.6990000000000001,0.6809999999999999,0.659,0.695,0.7290000000000001,0.6679999999999999,0.5920000000000001,0.49,0.344,0.237,0.172,0.10099999999999999,0.077,0.084,0.026000000000000002,0.033,0.02,0.031,0.01,0.01,0.005,0.007,0.005,0.002,0.002,0.003,0.006,0.005,0.002,0.003,R
200,0.013000000000000001,0.039,0.033,0.008,0.07200000000000001,0.134,0.163,0.19,0.261,0.319,0.34700000000000003,0.374,0.306,0.193,0.138,0.212,0.276,0.45799999999999996,0.649,0.715,0.8009999999999999,0.792,0.879,1.0,0.986,0.9470000000000001,0.9470000000000001,0.932,0.833,0.621,0.377,0.282,0.204,0.21899999999999997,0.222,0.133,0.052000000000000005,0.062,0.142,0.146,0.085,0.106,0.16399999999999998,0.192,0.20800000000000002,0.23399999999999999,0.196,0.13,0.063,0.018000000000000002,0.013999999999999999,0.015,0.008,0.003,0.004,0.007,0.004,0.001,0.002,0.008,M
185,0.034,0.062,0.038,0.026000000000000002,0.044000000000000004,0.10300000000000001,0.129,0.185,0.265,0.41200000000000003,0.524,0.534,0.555,0.392,0.295,0.308,0.302,0.272,0.544,0.7929999999999999,0.875,0.867,0.711,0.691,0.7290000000000001,0.879,1.0,0.982,0.898,0.605,0.493,0.537,0.45899999999999996,0.29100000000000004,0.077,0.225,0.16,0.396,0.612,0.52,0.23199999999999998,0.43700000000000006,0.38,0.43200000000000005,0.489,0.19,0.094,0.136,0.091,0.013999999999999999,0.033,0.013999999999999999,0.002,0.007,0.01,0.004,0.006,0.005,0.003,0.006,M
149,0.021,0.054000000000000006,0.033,0.08199999999999999,0.07400000000000001,0.032,0.092,0.107,0.155,0.12300000000000001,0.18,0.179,0.125,0.258,0.337,0.39899999999999997,0.165,0.22699999999999998,0.322,0.536,0.816,1.0,0.87,0.6890000000000001,0.63,0.574,0.5710000000000001,0.598,0.43,0.20600000000000002,0.1,0.225,0.231,0.39799999999999996,0.332,0.17300000000000001,0.14300000000000002,0.217,0.19699999999999998,0.214,0.36700000000000005,0.20199999999999999,0.078,0.092,0.239,0.34,0.259,0.11,0.091,0.046,0.017,0.003,0.005,0.019,0.01,0.012,0.004,0.009,0.007,0.01,M
174,0.019,0.017,0.028999999999999998,0.03,0.046,0.069,0.057999999999999996,0.11,0.242,0.313,0.479,0.524,0.439,0.344,0.287,0.389,0.442,0.389,0.409,0.501,0.727,0.938,1.0,0.983,0.993,0.9159999999999999,0.8240000000000001,0.696,0.45399999999999996,0.32799999999999996,0.252,0.396,0.415,0.331,0.14400000000000002,0.192,0.321,0.337,0.568,0.55,0.32299999999999995,0.045,0.313,0.33899999999999997,0.413,0.364,0.207,0.086,0.06,0.027000000000000003,0.012,0.004,0.013999999999999999,0.013999999999999999,0.017,0.013000000000000001,0.011000000000000001,0.012,0.011000000000000001,0.007,M
202,0.027000000000000003,0.038,0.049,0.085,0.113,0.11,0.135,0.23399999999999999,0.311,0.4,0.39399999999999996,0.331,0.293,0.17600000000000002,0.174,0.204,0.209,0.268,0.243,0.184,0.28,0.617,0.802,0.831,0.8440000000000001,0.8490000000000001,0.917,1.0,0.79,0.537,0.647,0.65,0.496,0.218,0.099,0.043,0.171,0.198,0.188,0.111,0.17,0.057999999999999996,0.064,0.139,0.064,0.057999999999999996,0.064,0.10400000000000001,0.073,0.027999999999999997,0.015,0.009,0.004,0.004,0.004,0.01,0.005,0.005,0.006,0.01,M
129,0.13699999999999998,0.12300000000000001,0.138,0.14800000000000002,0.17800000000000002,0.14300000000000002,0.177,0.21600000000000003,0.163,0.207,0.426,0.5479999999999999,0.713,0.7,0.6779999999999999,0.794,0.938,0.892,0.915,0.7829999999999999,0.7959999999999999,0.7979999999999999,0.772,0.662,0.486,0.557,0.47,0.564,0.452,0.337,0.268,0.23399999999999999,0.305,0.302,0.275,0.10400000000000001,0.17600000000000002,0.316,0.36,0.27399999999999997,0.13,0.24600000000000002,0.34,0.175,0.068,0.106,0.064,0.053,0.053,0.027000000000000003,0.017,0.012,0.013000000000000001,0.034,0.006,0.007,0.002,0.008,0.015,0.005,M
7,0.052000000000000005,0.055,0.084,0.032,0.11599999999999999,0.092,0.10300000000000001,0.061,0.146,0.284,0.28,0.309,0.266,0.38,0.563,0.43799999999999994,0.262,0.12,0.6679999999999999,0.94,0.7829999999999999,0.535,0.6809999999999999,0.917,0.7609999999999999,0.8220000000000001,0.887,0.609,0.297,0.11,0.132,0.062,0.099,0.401,0.36700000000000005,0.105,0.192,0.39299999999999996,0.429,0.255,0.115,0.22,0.188,0.14400000000000002,0.215,0.23600000000000002,0.11199999999999999,0.025,0.027999999999999997,0.018000000000000002,0.005,0.008,0.012,0.004,0.012,0.01,0.008,0.005,0.005,0.005,R
22,0.01,0.048,0.03,0.03,0.065,0.10800000000000001,0.23600000000000002,0.23800000000000002,0.008,0.188,0.146,0.18899999999999997,0.318,0.134,0.217,0.24600000000000002,0.259,0.27899999999999997,0.23,0.066,0.14400000000000002,0.11800000000000001,0.16699999999999998,0.17800000000000002,0.248,0.257,0.10400000000000001,0.536,0.7120000000000001,0.629,0.47600000000000003,0.602,0.721,0.623,0.5720000000000001,0.752,0.871,0.925,0.971,0.93,0.9,0.7909999999999999,0.56,0.284,0.441,0.551,0.433,0.29,0.198,0.078,0.04,0.017,0.015,0.012,0.02,0.013999999999999999,0.003,0.016,0.011000000000000001,0.013000000000000001,R
167,0.013999999999999999,0.03,0.012,0.008,0.024,0.025,0.027999999999999997,0.013000000000000001,0.049,0.087,0.11,0.10800000000000001,0.109,0.102,0.06,0.091,0.131,0.276,0.366,0.527,0.581,0.618,0.588,0.46399999999999997,0.542,0.737,0.909,1.0,0.825,0.544,0.335,0.08800000000000001,0.16,0.41700000000000004,0.6579999999999999,0.7390000000000001,0.7959999999999999,0.7490000000000001,0.68,0.47100000000000003,0.23600000000000002,0.17,0.273,0.402,0.41200000000000003,0.34700000000000003,0.27399999999999997,0.179,0.092,0.027999999999999997,0.017,0.008,0.004,0.002,0.004,0.006,0.007,0.004,0.004,0.003,M
178,0.02,0.039,0.038,0.008,0.025,0.063,0.075,0.057999999999999996,0.136,0.17,0.17300000000000001,0.247,0.314,0.33,0.276,0.20600000000000002,0.11599999999999999,0.188,0.33899999999999997,0.39299999999999996,0.428,0.542,0.645,0.722,0.785,0.7979999999999999,0.885,0.958,0.899,0.6829999999999999,0.611,0.5479999999999999,0.506,0.44799999999999995,0.24,0.14,0.177,0.174,0.33299999999999996,0.402,0.301,0.20800000000000002,0.121,0.026000000000000002,0.03,0.069,0.078,0.078,0.037000000000000005,0.006,0.009,0.013000000000000001,0.01,0.004,0.006,0.007,0.004,0.004,0.005,0.005,M
27,0.018000000000000002,0.03,0.028999999999999998,0.039,0.063,0.053,0.069,0.063,0.062,0.061,0.168,0.348,0.456,0.519,0.631,0.72,0.515,0.382,0.264,0.33399999999999996,0.486,0.6629999999999999,0.7390000000000001,0.9209999999999999,1.0,0.775,0.5589999999999999,0.617,0.8640000000000001,0.659,0.47700000000000004,0.498,0.33299999999999996,0.308,0.28800000000000003,0.223,0.079,0.06,0.105,0.061,0.153,0.098,0.16399999999999998,0.19,0.111,0.192,0.147,0.039,0.036000000000000004,0.027000000000000003,0.017,0.01,0.012,0.004,0.008,0.012,0.01,0.006,0.003,0.002,R
113,0.027999999999999997,0.06,0.066,0.023,0.084,0.16699999999999998,0.115,0.11,0.13699999999999998,0.177,0.2,0.287,0.32799999999999996,0.377,0.41700000000000004,0.504,0.618,0.802,0.9329999999999999,0.94,0.9279999999999999,0.945,0.833,0.777,0.701,0.615,0.581,0.445,0.371,0.289,0.218,0.171,0.358,0.395,0.287,0.24,0.36200000000000004,0.331,0.376,0.47700000000000004,0.406,0.366,0.23199999999999998,0.145,0.102,0.111,0.066,0.027000000000000003,0.024,0.018000000000000002,0.011000000000000001,0.015,0.017,0.016,0.005,0.007,0.005,0.003,0.004,0.008,M
30,0.024,0.022000000000000002,0.032,0.057,0.033,0.051,0.09,0.071,0.057,0.039,0.193,0.243,0.29100000000000004,0.261,0.381,0.5,0.302,0.366,0.679,0.731,0.505,0.444,0.6990000000000001,0.813,0.778,0.894,0.893,0.8909999999999999,0.861,0.8059999999999999,0.5539999999999999,0.245,0.34600000000000003,0.162,0.247,0.556,0.46799999999999997,0.098,0.158,0.075,0.332,0.374,0.267,0.10800000000000001,0.142,0.16899999999999998,0.07400000000000001,0.063,0.013999999999999999,0.023,0.006,0.016,0.015,0.009,0.011000000000000001,0.009,0.005,0.002,0.007,0.002,R
87,0.086,0.045,0.038,0.02,0.038,0.053,0.214,0.311,0.284,0.275,0.271,0.095,0.102,0.452,0.674,0.67,0.7070000000000001,0.563,0.37799999999999995,0.272,0.53,0.77,0.8640000000000001,0.93,0.937,0.625,0.602,0.6809999999999999,0.505,0.578,0.475,0.24,0.278,0.2,0.53,0.741,0.778,0.442,0.142,0.35100000000000003,0.44799999999999995,0.42100000000000004,0.305,0.22399999999999998,0.261,0.28,0.239,0.20199999999999999,0.133,0.036000000000000004,0.013000000000000001,0.017,0.013999999999999999,0.008,0.004,0.005,0.026000000000000002,0.01,0.004,0.004,R
186,0.021,0.019,0.040999999999999995,0.032,0.07,0.158,0.14400000000000002,0.14,0.305,0.391,0.35,0.36700000000000005,0.39399999999999996,0.331,0.33299999999999996,0.3,0.23199999999999998,0.138,0.345,0.44299999999999995,0.489,0.368,0.43799999999999994,0.486,0.621,0.726,0.662,0.769,0.7979999999999999,0.858,0.927,0.701,0.485,0.341,0.141,0.115,0.14300000000000002,0.182,0.36,0.5529999999999999,0.599,0.508,0.551,0.503,0.703,0.59,0.40700000000000003,0.276,0.158,0.051,0.005,0.008,0.02,0.01,0.004,0.003,0.006,0.009,0.007,0.004,M
79,0.011000000000000001,0.009,0.006,0.046,0.075,0.08900000000000001,0.102,0.049,0.047,0.039,0.111,0.141,0.22,0.298,0.41200000000000003,0.475,0.539,0.628,0.706,0.792,0.9490000000000001,1.0,0.9640000000000001,0.943,0.866,0.79,0.65,0.449,0.474,0.615,0.493,0.32,0.374,0.33399999999999996,0.105,0.067,0.038,0.046,0.16899999999999998,0.217,0.168,0.064,0.016,0.078,0.065,0.021,0.051,0.039,0.026000000000000002,0.01,0.016,0.003,0.008,0.011000000000000001,0.008,0.006,0.0,0.002,0.003,0.003,R
78,0.023,0.035,0.003,0.03,0.034,0.086,0.174,0.135,0.106,0.035,0.057999999999999996,0.138,0.22699999999999998,0.40399999999999997,0.522,0.685,0.752,0.7759999999999999,0.7709999999999999,0.863,1.0,0.887,0.8059999999999999,0.8759999999999999,0.907,0.943,0.885,0.65,0.297,0.242,0.299,0.228,0.228,0.153,0.10400000000000001,0.035,0.107,0.13699999999999998,0.133,0.145,0.11199999999999999,0.044000000000000004,0.076,0.138,0.083,0.065,0.084,0.06,0.05,0.031,0.015,0.011000000000000001,0.01,0.002,0.005,0.007,0.006,0.004,0.004,0.003,R
37,0.033,0.022000000000000002,0.027000000000000003,0.048,0.068,0.098,0.084,0.11699999999999999,0.076,0.092,0.14800000000000002,0.052000000000000005,0.11199999999999999,0.09699999999999999,0.11699999999999999,0.168,0.16399999999999998,0.12,0.049,0.154,0.348,0.615,0.915,0.9359999999999999,0.868,0.877,0.855,0.883,1.0,0.83,0.66,0.55,0.5720000000000001,0.6859999999999999,0.682,0.514,0.275,0.136,0.155,0.265,0.19899999999999998,0.188,0.275,0.165,0.057999999999999996,0.07,0.06,0.046,0.002,0.007,0.004,0.002,0.003,0.006,0.005,0.006,0.013999999999999999,0.013000000000000001,0.005,0.004,R
59,0.012,0.015,0.022000000000000002,0.018000000000000002,0.036000000000000004,0.07,0.087,0.062,0.125,0.13,0.08900000000000001,0.05,0.063,0.127,0.08,0.07400000000000001,0.205,0.295,0.319,0.457,0.596,0.71,0.8220000000000001,0.8420000000000001,0.9059999999999999,0.98,1.0,0.875,0.758,0.662,0.579,0.513,0.478,0.499,0.52,0.507,0.45799999999999996,0.35,0.184,0.18899999999999997,0.19699999999999998,0.10400000000000001,0.055,0.049,0.062,0.05,0.025,0.022000000000000002,0.01,0.005,0.002,0.004,0.007,0.003,0.005,0.005,0.002,0.004,0.009,0.006,R
75,0.02,0.01,0.032,0.024,0.081,0.153,0.115,0.061,0.132,0.13699999999999998,0.084,0.027000000000000003,0.125,0.305,0.5579999999999999,0.797,0.8340000000000001,0.8059999999999999,0.862,0.877,0.941,0.94,0.941,1.0,0.972,0.9309999999999999,0.935,0.732,0.442,0.324,0.41600000000000004,0.461,0.40299999999999997,0.3,0.24600000000000002,0.135,0.254,0.226,0.16,0.14800000000000002,0.084,0.057,0.086,0.126,0.115,0.057,0.043,0.042,0.024,0.001,0.019,0.013000000000000001,0.008,0.007,0.004,0.006,0.005,0.005,0.007,0.005,R
82,0.040999999999999995,0.042,0.057,0.013000000000000001,0.018000000000000002,0.102,0.105,0.107,0.23,0.226,0.237,0.332,0.38299999999999995,0.484,0.6809999999999999,0.7559999999999999,0.9520000000000001,0.983,0.887,0.8270000000000001,0.7559999999999999,0.8220000000000001,0.6970000000000001,0.644,0.695,0.8009999999999999,0.605,0.608,0.888,0.856,0.556,0.29,0.364,0.479,0.29100000000000004,0.09,0.204,0.171,0.040999999999999995,0.129,0.158,0.21899999999999997,0.17,0.09699999999999999,0.222,0.273,0.187,0.106,0.066,0.04,0.011000000000000001,0.003,0.004,0.01,0.012,0.009,0.006,0.006,0.003,0.008,R
71,0.004,0.008,0.009,0.039,0.053,0.12,0.124,0.10300000000000001,0.124,0.08900000000000001,0.094,0.124,0.16,0.154,0.185,0.17300000000000001,0.14800000000000002,0.175,0.146,0.158,0.226,0.198,0.337,0.583,0.85,1.0,0.846,0.662,0.556,0.392,0.32299999999999995,0.205,0.192,0.223,0.315,0.22699999999999998,0.08,0.075,0.11699999999999999,0.19699999999999998,0.262,0.251,0.198,0.095,0.09300000000000001,0.096,0.038,0.044000000000000004,0.034,0.006,0.008,0.012,0.006,0.004,0.004,0.0,0.002,0.005,0.002,0.002,R
48,0.019,0.004,0.064,0.045,0.033,0.069,0.09,0.145,0.07400000000000001,0.035,0.146,0.34700000000000003,0.32,0.282,0.017,0.057,0.21600000000000003,0.456,0.382,0.563,0.648,0.7240000000000001,0.8240000000000001,0.877,1.0,0.858,0.6559999999999999,0.509,0.48200000000000004,0.45299999999999996,0.452,0.45299999999999996,0.5379999999999999,0.531,0.536,0.527,0.426,0.244,0.12,0.384,0.41100000000000003,0.507,0.42200000000000004,0.248,0.159,0.11199999999999999,0.065,0.079,0.032,0.007,0.003,0.009,0.012,0.011000000000000001,0.009,0.013999999999999999,0.007,0.002,0.006,0.012,R
199,0.012,0.07400000000000001,0.037000000000000005,0.022000000000000002,0.008,0.054000000000000006,0.111,0.107,0.171,0.22699999999999998,0.317,0.28800000000000003,0.266,0.231,0.18899999999999997,0.179,0.23,0.37200000000000005,0.622,0.726,0.7929999999999999,0.804,0.807,0.917,0.9329999999999999,0.956,1.0,0.982,0.868,0.638,0.4,0.324,0.284,0.24100000000000002,0.23199999999999998,0.126,0.069,0.07,0.14400000000000002,0.14800000000000002,0.044000000000000004,0.047,0.14800000000000002,0.174,0.156,0.165,0.11800000000000001,0.07200000000000001,0.032,0.006,0.02,0.013999999999999999,0.01,0.01,0.003,0.003,0.004,0.004,0.006,0.004,M
73,0.013999999999999999,0.022000000000000002,0.009,0.011000000000000001,0.022000000000000002,0.013999999999999999,0.066,0.095,0.079,0.102,0.126,0.083,0.049,0.085,0.151,0.14,0.107,0.192,0.299,0.325,0.38,0.5660000000000001,0.748,0.8759999999999999,0.905,0.7509999999999999,0.6859999999999999,0.7040000000000001,0.586,0.377,0.221,0.263,0.267,0.29100000000000004,0.198,0.22899999999999998,0.319,0.287,0.292,0.281,0.268,0.21100000000000002,0.151,0.179,0.185,0.172,0.09,0.066,0.044000000000000004,0.011000000000000001,0.002,0.006,0.007,0.011000000000000001,0.001,0.002,0.002,0.006,0.004,0.005,R
56,0.015,0.01,0.011000000000000001,0.026000000000000002,0.01,0.039,0.086,0.092,0.095,0.15,0.191,0.212,0.225,0.257,0.17,0.20199999999999999,0.254,0.342,0.40299999999999997,0.455,0.552,0.599,0.585,0.711,0.95,0.986,1.0,0.958,0.8640000000000001,0.713,0.589,0.43200000000000005,0.29,0.174,0.077,0.23,0.24600000000000002,0.31,0.331,0.222,0.087,0.20600000000000002,0.18100000000000002,0.162,0.11199999999999999,0.08199999999999999,0.11199999999999999,0.095,0.040999999999999995,0.012,0.005,0.005,0.004,0.004,0.001,0.005,0.004,0.001,0.003,0.003,R
168,0.002,0.019,0.028999999999999998,0.02,0.052000000000000005,0.08199999999999999,0.1,0.012,0.11699999999999999,0.14800000000000002,0.212,0.258,0.235,0.133,0.009,0.195,0.368,0.465,0.542,0.626,0.742,0.826,0.861,0.84,0.895,0.9940000000000001,1.0,0.965,0.875,0.626,0.218,0.294,0.364,0.501,0.784,0.9359999999999999,0.82,0.621,0.451,0.3,0.267,0.22399999999999998,0.314,0.369,0.299,0.223,0.085,0.036000000000000004,0.028999999999999998,0.012,0.004,0.011000000000000001,0.008,0.009,0.004,0.003,0.001,0.001,0.003,0.005,M
176,0.064,0.071,0.045,0.033,0.018000000000000002,0.126,0.102,0.192,0.336,0.39,0.467,0.563,0.551,0.434,0.305,0.349,0.39799999999999996,0.38799999999999996,0.528,0.72,0.77,0.856,0.8690000000000001,0.924,1.0,0.966,0.982,0.736,0.41600000000000004,0.292,0.32799999999999996,0.369,0.345,0.28600000000000003,0.086,0.37200000000000005,0.465,0.349,0.182,0.114,0.122,0.262,0.446,0.473,0.326,0.142,0.039,0.040999999999999995,0.031,0.009,0.015,0.005,0.002,0.009,0.007,0.01,0.009,0.008,0.004,0.005,M
105,0.012,0.018000000000000002,0.045,0.11,0.191,0.092,0.076,0.109,0.076,0.10099999999999999,0.25,0.39899999999999997,0.381,0.475,0.616,0.6459999999999999,0.802,0.9209999999999999,0.983,0.963,0.865,0.8320000000000001,0.828,0.8009999999999999,0.61,0.485,0.436,0.431,0.44,0.38299999999999995,0.303,0.304,0.32,0.22899999999999998,0.213,0.235,0.32,0.446,0.366,0.272,0.175,0.17800000000000002,0.22,0.106,0.057,0.031,0.024,0.047,0.01,0.006,0.003,0.016,0.01,0.008,0.027000000000000003,0.027999999999999997,0.01,0.005,0.015,0.009,M
